borrower_id,tier,sector,has_epfo,is_gst_registered,balance_sheet_available,has_bureau_record,has_existing_loan,has_collateral,current_ratio,leverage_ratio,dscr,interest_coverage_ratio,cash_flow_match_ratio,revenue_cagr_3yr,projected_revenue_growth_rate,customer_concentration_pct,supplier_concentration_pct,turnover_bank_ratio,gst_bank_consistency_flag,bureau_score,credit_limit_utilization_pct,bureau_report_date,owner_time_in_business_years,civil_suit_years_since_active,other_legal_dispute_years_since_active,cheque_bounce_rate,cheque_bounce_count_annualized,net_worth_to_assets_ratio,collateral_type,construction_status,estimated_value_inr,compliance_window_months,utility_payment_timeliness,rent_payment_timeliness,salary_payment_timeliness,gst_ontime_filing_ratio,gst_missed_filing_rate,gst_avg_filing_delay_days,gst_compliance_window_periods,epfo_ontime_remittance_ratio,epfo_compliance_window_periods,covenant_compliance_flag,capacity__current_ratio_status,capacity__leverage_ratio_status,capacity__dscr_status,capacity__interest_coverage_ratio_status,capacity__cash_flow_match_ratio_status,capacity__revenue_cagr_3yr_status,capacity__projected_revenue_growth_rate_status,capacity__customer_concentration_pct_status,capacity__supplier_concentration_pct_status,character__bureau_score_status,character__civil_suit_years_since_active_status,character__other_legal_dispute_years_since_active_status,character__owner_time_in_business_years_status,character__cheque_bounce_rate_status,capital__net_worth_to_assets_ratio_status,compliance__covenant_compliance_flag_status,compliance__gst_ontime_filing_ratio_status,compliance__epfo_ontime_remittance_ratio_status,compliance__utility_payment_timeliness_status,compliance__rent_payment_timeliness_status,compliance__salary_payment_timeliness_status,collateral__collateral_quality_score_status
MSME-00300,C,retail,True,True,False,True,True,True,,,7.247,10.0,96.3,0.14,0.1423,30.48,37.48,0.9630083086636376,consistent,708.0,48.1,2026-05-07,27.3,100.0,100.0,0.006,9.0,,commercial,bare_plot,44259522.36,6,1.0,1.0,1.0,0.833,0.0,-0.83,6.0,0.833,6.0,1.0,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available
MSME-00301,C,retail,True,True,True,True,True,False,1.855,0.596,8.414,10.0,64.78,0.14,0.1316,55.02,35.37,0.6478359301189384,consistent,749.0,31.8,2026-05-21,18.8,100.0,100.0,0.0028,9.97,0.4773,,,,6,1.0,1.0,1.0,0.833,0.0,-0.83,6.0,1.0,6.0,1.0,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable
MSME-00302,A,retail,False,True,True,False,True,False,2.674,0.408,10.0,10.0,38.51,,0.1497,56.28,43.22,0.3850978839356486,bank_inflow_much_lower_than_declared,,,,9.3,100.0,100.0,0.0061,22.5,0.4296,,,,5,1.0,0.8,0.8,0.833,0.0,-0.83,6.0,,,,available,available,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,available,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00303,A,retail,False,True,True,False,False,False,1.54,6.122,,,100.0,0.02,0.013,55.54,31.12,1.14756582090252,consistent,,,,4.2,100.0,100.0,0.0131,33.0,0.2808,,,,6,0.667,0.833,0.833,0.667,0.0,1.5,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00304,A,trading,False,True,False,False,False,False,,,,,100.0,-0.28,-0.0773,48.16,42.78,2.169353052105659,consistent,,,,3.8,8.15,100.0,0.0458,84.0,,,,,6,0.667,0.333,0.5,0.667,0.167,2.6,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00305,C,retail,True,True,True,True,True,False,2.986,0.267,1.804,10.0,90.07,-0.01,0.1228,33.32,32.78,0.900678704302045,consistent,769.0,15.8,2026-05-29,15.3,100.0,100.0,0.0039,13.96,0.3838,,,,6,1.0,0.667,1.0,0.833,0.0,0.0,6.0,1.0,6.0,1.0,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable
MSME-00306,A,services,False,True,False,False,False,False,,,,,28.04,,0.0113,36.29,35.03,0.2803772328498776,bank_inflow_much_lower_than_declared,,,,5.0,100.0,100.0,0.0195,21.47,,,,,3,0.667,0.333,0.667,0.667,0.0,0.0,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00307,A,services,False,True,True,False,True,False,2.517,0.382,2.733,10.0,23.55,0.06,0.1308,46.15,46.18,0.2355176557766508,bank_inflow_much_lower_than_declared,,,,1.7,100.0,100.0,0.0021,1.12,0.4343,,,,6,1.0,1.0,1.0,0.833,0.0,-0.33,6.0,,,1.0,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,not_applicable
MSME-00308,C,services,True,True,True,False,True,False,2.621,0.794,9.704,10.0,100.0,0.22,0.1178,55.17,44.72,1.0958546180294784,consistent,,,,6.6,100.0,100.0,0.0028,10.0,0.3545,,,,6,0.667,1.0,0.833,0.667,0.167,-0.2,6.0,1.0,6.0,,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00309,A,manufacturing,False,True,False,False,False,False,,,,,100.0,-0.3,-0.0902,42.02,33.51,1.9487418899456068,consistent,,,,1.6,100.0,100.0,0.0378,45.25,,,,,6,0.833,0.667,0.5,0.667,0.0,7.0,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00310,A,manufacturing,False,True,True,True,False,False,2.692,0.391,,,70.08,0.06,0.1252,29.63,33.75,0.7007550037839101,consistent,808.0,43.6,2026-06-10,8.4,100.0,100.0,0.0061,8.98,0.404,,,,6,0.833,0.667,1.0,1.0,0.0,-1.5,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00311,A,trading,False,True,False,True,False,False,,,,,65.97,0.23,0.1351,37.92,33.3,0.659652531421292,consistent,768.0,35.8,2026-05-29,2.7,100.0,100.0,0.0054,8.98,,,,,6,1.0,0.833,1.0,0.833,0.0,-0.83,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00312,A,services,False,True,False,False,True,False,,,10.0,10.0,95.98,0.28,0.1312,48.43,32.76,0.9598260963619016,consistent,,,,2.8,100.0,100.0,0.0012,2.99,,,,,6,1.0,0.833,0.833,1.0,0.0,-1.17,6.0,,,,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00313,A,services,False,True,False,True,False,False,,,,,47.6,0.08,0.0111,35.28,35.95,0.4760425911649359,consistent,687.0,65.2,2026-05-13,2.6,100.0,100.0,0.0112,7.43,,,,,6,0.667,0.833,0.833,0.5,0.0,2.17,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00314,A,trading,False,True,True,False,False,False,0.689,3.773,,,19.24,0.14,-0.0904,45.94,43.44,0.1924372767665307,bank_inflow_much_lower_than_declared,,,,3.2,8.05,100.0,0.0582,29.75,0.228,,,,6,0.333,0.333,0.5,0.667,0.0,6.67,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00315,A,services,False,True,False,False,False,True,,,,,96.03,,-0.0971,28.74,40.42,0.9603480406977298,consistent,,,,3.4,100.0,100.0,0.0567,104.29,,commercial,constructed,168134211.57,4,0.5,0.25,0.25,0.5,0.0,10.0,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,available
MSME-00316,A,retail,False,True,True,False,True,True,2.872,0.367,10.0,10.0,100.0,0.23,0.1345,31.6,39.41,1.0659102696147822,consistent,,,,5.5,100.0,100.0,0.0048,12.0,0.3532,industrial,constructed,57909827.3,6,0.833,1.0,1.0,0.833,0.0,-0.83,6.0,,,,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,available
MSME-00317,A,services,False,True,True,True,True,False,2.009,0.76,5.763,10.0,100.0,0.13,0.1275,33.24,44.59,1.149411840840938,consistent,750.0,24.7,2026-05-10,2.1,100.0,100.0,0.0068,24.93,0.5466,,,,6,1.0,1.0,1.0,1.0,0.0,-2.17,6.0,,,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00318,C,retail,True,True,True,True,False,True,1.4,3.015,,,55.58,0.15,0.0141,34.89,34.58,0.5557596813645844,consistent,671.0,59.7,2026-05-26,8.9,100.0,100.0,0.0184,45.0,0.3088,commercial,bare_plot,170745094.53,6,0.833,0.667,0.667,0.667,0.0,1.0,6.0,0.333,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00319,A,services,False,True,False,False,False,False,,,,,52.82,0.24,0.114,32.76,31.74,0.5281970118546302,consistent,,,,0.8,100.0,100.0,0.0025,3.01,,,,,6,1.0,0.833,0.833,1.0,0.0,-0.67,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00320,C,trading,True,True,True,True,False,False,0.805,8.608,,,42.75,0.18,-0.0929,31.25,30.7,0.4275160446690472,bank_inflow_much_lower_than_declared,599.0,67.6,2026-05-10,24.5,100.0,100.0,0.0529,97.0,0.1499,,,,6,0.333,0.333,0.5,0.333,0.0,14.17,6.0,0.833,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00321,C,manufacturing,True,True,True,False,True,False,2.375,5.622,9.123,10.0,88.62,0.07,0.012,55.55,35.75,0.8862294195914526,consistent,,,,11.8,100.0,100.0,0.0159,37.9,0.2559,,,,6,0.667,0.833,0.833,0.833,0.0,0.0,6.0,1.0,6.0,,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00322,A,manufacturing,False,True,True,True,False,False,2.817,0.312,,,100.0,0.09,0.1343,54.14,37.85,1.2155421440373486,consistent,762.0,25.3,2026-06-21,5.2,100.0,100.0,0.0037,13.0,0.3775,,,,6,1.0,1.0,1.0,1.0,0.0,-2.17,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00323,A,retail,False,True,False,True,False,False,,,,,100.0,-0.33,-0.0886,38.52,39.67,1.136916052608056,consistent,585.0,60.0,2026-05-30,3.5,100.0,100.0,0.0446,26.39,,,,,6,0.5,0.833,0.333,0.167,0.167,21.0,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00324,A,trading,False,True,True,True,False,True,3.073,0.396,,,56.76,0.34,0.1265,33.52,28.02,0.5675592618769478,consistent,794.0,8.3,2026-05-18,5.0,100.0,100.0,0.0027,5.0,0.4578,industrial,constructed,79540777.62,6,0.833,1.0,0.667,0.833,0.0,-0.33,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,available
MSME-00325,C,retail,True,True,True,True,False,True,2.522,0.718,,,65.39,0.1,0.1167,42.81,31.6,0.6538807285177731,consistent,750.0,58.3,2026-05-25,11.4,100.0,100.0,0.0053,7.0,0.355,residential,constructed,26130967.5,6,0.833,0.833,0.833,0.833,0.0,-1.17,6.0,1.0,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00326,C,retail,True,True,True,True,True,True,2.441,5.222,10.0,10.0,100.0,-0.28,0.0127,48.98,36.06,1.9695482775641469,consistent,682.0,76.0,2026-06-27,10.2,100.0,100.0,0.0153,37.0,0.3199,residential,constructed,98853479.78,6,0.833,0.667,1.0,0.833,0.0,0.83,6.0,1.0,6.0,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00327,C,retail,True,True,True,False,True,True,1.638,1.98,2.219,10.0,95.44,-0.19,0.0122,34.62,45.28,0.954388551707536,consistent,,,,15.0,0.0,100.0,0.0158,38.89,0.2415,residential,bare_plot,85527106.86,6,0.667,1.0,1.0,0.667,0.0,2.33,6.0,0.833,6.0,1.0,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00328,A,retail,False,False,True,True,False,False,1.739,2.451,,,100.0,-0.12,0.0127,54.68,44.05,,unscoreable,691.0,63.2,2026-05-25,4.9,100.0,100.0,0.0185,45.0,0.3322,,,,6,0.667,0.667,0.833,,,,,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,not_applicable,available,available,available,not_applicable
MSME-00329,C,manufacturing,True,True,True,False,True,False,1.588,5.938,3.251,10.0,77.85,0.0,0.0102,42.75,33.79,0.7785159792096125,consistent,,,,12.8,100.0,100.0,0.0139,34.0,0.2683,,,,6,0.833,0.833,0.833,0.667,0.0,0.83,6.0,0.833,6.0,,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00330,A,manufacturing,False,True,False,False,False,False,,,,,100.0,-0.46,-0.0753,35.38,38.99,4.41082178052304,bank_inflow_much_higher_than_declared,,,,4.0,100.0,100.0,0.0449,82.0,,,,,6,0.667,0.333,0.0,0.5,0.0,9.83,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00331,C,retail,True,True,False,True,True,True,,,0.773,2.867,100.0,-0.12,-0.0816,34.48,37.47,1.0516425678084291,consistent,675.0,90.4,2026-06-01,14.0,100.0,100.0,0.0405,76.0,,industrial,constructed,141390490.09,6,0.333,0.167,0.667,0.167,0.167,19.0,6.0,0.5,6.0,0.0,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available
MSME-00332,A,retail,False,True,True,True,False,True,1.574,1.922,,,17.65,,0.0133,42.98,39.31,0.1764529101741737,bank_inflow_much_lower_than_declared,597.0,91.2,2026-06-26,2.3,100.0,100.0,0.0137,6.89,0.3195,commercial,constructed,10349972.55,2,0.5,0.5,0.5,0.167,0.167,6.2,6.0,,,,available,available,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,available,available,available,available,insufficient_data,available,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,available
MSME-00333,C,retail,True,True,True,True,True,True,2.897,0.994,7.928,10.0,88.88,0.17,0.1264,43.94,40.55,0.8888237631228867,consistent,796.0,74.5,2026-05-27,13.6,100.0,100.0,0.0021,8.0,0.4187,commercial,bare_plot,211058090.78,6,1.0,1.0,1.0,1.0,0.0,-1.83,6.0,0.833,6.0,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00334,C,manufacturing,True,True,True,False,True,False,1.59,2.435,6.996,10.0,100.0,0.01,0.0118,44.48,33.09,1.6343413256390815,consistent,,,,9.2,100.0,100.0,0.0148,35.0,0.3042,,,,6,0.833,0.667,1.0,0.667,0.0,0.17,6.0,0.833,6.0,,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00335,A,retail,False,True,True,True,False,False,0.911,3.503,,,63.49,-0.45,-0.0895,37.35,39.17,0.6349301916782666,consistent,629.0,66.3,2026-05-22,1.2,100.0,100.0,0.0575,20.9,0.1765,,,,6,0.667,0.333,0.167,0.167,0.167,19.0,6.0,,,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00336,C,services,True,True,True,True,False,True,2.903,0.314,,,100.0,0.27,0.1168,32.74,31.26,1.6340439603207868,consistent,766.0,24.8,2026-06-28,4.3,100.0,100.0,0.0047,16.95,0.4033,industrial,constructed,142186465.74,6,0.833,1.0,0.833,0.833,0.0,-0.67,6.0,0.833,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00337,A,retail,False,True,False,False,False,False,,,,,87.15,0.2,0.1376,56.86,42.09,0.8714822504317031,consistent,,,,4.2,100.0,100.0,0.0032,11.97,,,,,6,1.0,0.833,0.833,0.833,0.0,-0.83,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00338,C,retail,True,True,True,False,True,True,2.545,0.331,4.207,10.0,100.0,-0.03,0.1326,40.57,31.87,1.9797796602528184,consistent,,,,8.9,100.0,100.0,0.0063,17.0,0.3972,commercial,bare_plot,84257829.15,6,1.0,1.0,1.0,1.0,0.0,-1.33,6.0,0.833,6.0,1.0,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00339,A,manufacturing,False,True,False,False,False,False,,,,,100.0,-0.02,0.1198,27.66,30.74,2.141062918515944,consistent,,,,4.5,6.21,100.0,0.0044,15.96,,,,,6,0.667,0.833,0.833,0.833,0.0,-0.67,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00340,C,manufacturing,True,True,True,True,True,True,1.638,2.461,5.368,10.0,89.98,-0.04,0.0113,32.46,31.97,0.8997549129876586,consistent,706.0,50.6,2026-05-02,18.5,100.0,100.0,0.0168,25.93,0.5549,commercial,constructed,33085163.93,6,1.0,0.667,0.833,0.667,0.0,0.33,6.0,0.833,6.0,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00341,A,retail,False,True,False,True,False,True,,,,,56.2,0.11,0.1432,36.71,28.77,0.561965114194961,consistent,714.0,35.8,2026-06-17,6.2,100.0,100.0,0.0088,9.0,,commercial,bare_plot,26000092.37,6,1.0,1.0,1.0,1.0,0.0,-1.67,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00342,C,retail,True,True,True,False,True,True,1.827,3.782,2.571,4.611,88.44,-0.08,0.0142,32.5,33.67,0.8844187791354687,consistent,,,,6.2,100.0,100.0,0.0155,12.23,0.3204,residential,bare_plot,10492428.72,6,0.667,0.667,0.833,0.833,0.0,0.0,6.0,0.667,6.0,1.0,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00343,C,trading,True,True,True,True,True,True,0.772,7.588,1.157,4.301,63.88,-0.14,-0.0802,39.74,35.36,0.6388122020904932,consistent,719.0,73.3,2026-06-12,11.5,100.0,100.0,0.0417,76.0,0.2898,residential,constructed,73128898.2,6,0.167,0.333,0.5,0.0,0.167,29.4,6.0,0.333,6.0,,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00344,A,retail,False,True,False,True,False,False,,,,,100.0,-0.58,-0.0846,33.21,31.72,5.343197771123254,bank_inflow_much_higher_than_declared,599.0,100.0,2026-05-29,5.4,100.0,100.0,0.0486,87.0,,,,,6,0.5,0.667,0.5,0.0,0.333,23.0,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00345,C,manufacturing,True,True,False,False,False,True,,,,,100.0,0.1,0.1286,34.55,32.2,1.1046045686839687,consistent,,,,9.5,100.0,100.0,0.004,6.98,,industrial,constructed,44818176.77,6,1.0,1.0,1.0,0.833,0.0,-1.17,6.0,1.0,6.0,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,available,available,available,available,available
MSME-00346,C,manufacturing,True,True,True,True,False,False,2.335,0.355,,,100.0,0.18,0.1413,32.72,31.53,1.5403194913477596,consistent,780.0,68.5,2026-05-20,19.1,100.0,100.0,0.0044,15.96,0.4136,,,,6,0.833,0.833,0.833,1.0,0.0,-1.83,6.0,1.0,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00347,C,retail,True,True,True,True,True,True,1.948,3.568,6.743,10.0,100.0,-0.37,0.0149,38.14,48.63,2.8329277047602694,bank_inflow_much_higher_than_declared,683.0,68.7,2026-05-02,16.7,100.0,0.0,0.0091,16.0,0.3154,residential,constructed,41945021.82,6,0.667,0.667,0.833,0.667,0.0,2.83,6.0,0.833,6.0,0.0,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00348,A,manufacturing,False,True,False,False,False,False,,,,,18.1,,-0.0863,39.1,41.41,0.1809691099770606,bank_inflow_much_lower_than_declared,,,,2.7,100.0,100.0,0.0263,11.17,,,,,5,0.4,0.6,0.2,0.5,0.333,5.0,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,not_applicable,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,not_applicable
MSME-00349,A,services,False,True,False,True,False,False,,,,,100.0,0.33,0.1296,32.38,36.11,1.209161423108616,consistent,781.0,22.6,2026-06-14,1.7,100.0,100.0,0.0049,16.95,,,,,6,1.0,0.833,0.833,0.833,0.0,-1.67,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00350,A,services,False,False,False,True,False,False,,,,,100.0,-0.56,-0.0795,43.32,45.44,,unscoreable,434.0,92.2,2026-05-25,0.8,100.0,100.0,0.0467,89.0,,,,,6,0.333,0.333,0.5,,,,,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,not_applicable
MSME-00351,C,retail,True,True,True,True,False,False,2.067,0.983,,,100.0,0.1,0.1242,36.86,31.02,1.5944190489150936,consistent,668.0,56.2,2026-06-21,11.8,100.0,100.0,0.0057,20.0,0.4831,,,,6,1.0,1.0,1.0,0.833,0.0,-1.17,6.0,0.833,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,not_applicable
MSME-00352,A,retail,False,True,False,False,False,False,,,,,100.0,-0.43,-0.0764,37.58,31.73,2.5600628928165197,bank_inflow_much_higher_than_declared,,,,0.9,9.26,100.0,0.0432,55.85,,,,,6,0.5,0.5,0.833,0.5,0.0,12.17,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00353,A,retail,False,True,False,False,False,True,,,,,100.0,0.13,0.1229,37.42,31.61,1.3666431689407603,consistent,,,,9.4,100.0,100.0,0.0039,14.0,,industrial,constructed,106707008.16,6,1.0,0.833,1.0,0.833,0.0,-0.67,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,available
MSME-00354,A,manufacturing,False,True,False,True,True,False,,,7.367,9.959,51.1,0.24,0.1396,34.89,32.07,0.5109591203092504,consistent,748.0,48.6,2026-05-30,3.3,100.0,100.0,0.0009,1.0,,,,,6,0.833,0.833,1.0,0.833,0.0,-0.33,6.0,,,,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00355,A,services,False,True,False,False,False,False,,,,,45.09,0.14,0.0113,27.32,43.23,0.4508942075712129,bank_inflow_much_lower_than_declared,,,,4.3,100.0,100.0,0.0303,30.08,,,,,6,0.833,0.667,0.833,0.833,0.167,-2.4,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,not_applicable,available,not_applicable,available,available,available,not_applicable
MSME-00356,A,retail,False,True,False,False,True,False,,,6.365,10.0,100.0,0.16,0.1314,46.82,44.76,1.1324471485598937,consistent,,,,5.2,100.0,100.0,0.0043,15.96,,,,,6,1.0,1.0,0.667,0.667,0.0,-0.5,6.0,,,1.0,not_applicable,not_applicable,available,available,available,available,available,available,available,not_applicable,available,available,available,available,not_applicable,available,available,not_applicable,available,available,available,not_applicable
MSME-00357,C,retail,True,True,True,True,True,True,2.107,0.631,2.685,10.0,81.49,0.22,0.123,43.81,47.97,0.8148702372855458,consistent,700.0,54.8,2026-06-17,13.1,100.0,100.0,0.0036,12.96,0.4141,commercial,bare_plot,112468651.25,6,1.0,0.833,1.0,1.0,0.0,-1.67,6.0,1.0,6.0,1.0,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available,available
MSME-00358,C,trading,True,True,True,True,False,True,2.361,0.535,,,100.0,-0.02,0.1123,39.47,54.48,1.0437764223712491,consistent,776.0,54.9,2026-06-08,22.0,100.0,100.0,0.0054,20.0,0.4897,industrial,constructed,433838847.55,6,1.0,0.667,1.0,0.833,0.0,-0.5,6.0,1.0,6.0,,available,available,not_applicable,not_applicable,available,available,available,available,available,available,available,available,available,available,available,not_applicable,available,available,available,available,available,available
MSME-00359,A,retail,False,True,False,True,False,True,,,,,66.22,,0.1221,39.99,33.38,0.662163179823848,consistent,725.0,43.3,2026-06-10,1.1,100.0,7.47,0.0028,10.0,,commercial,bare_plot,72276271.39,3,0.667,0.667,0.667,1.0,0.0,-0.67,6.0,,,,not_applicable,not_applicable,not_applicable,not_applicable,insufficient_data,insufficient_data,insufficient_data,insufficient_data,insufficient_data,available,available,available,available,insufficient_data,not_applicable,not_applicable,insufficient_data,not_applicable,insufficient_data,insufficient_data,insufficient_data,available
